"nc"	"X3hControl"	"X3hMedium"	"X3hPlant"	"X7dControl"	"X7dMedium"	"X7dPlant"	"Library"	"Locus_tag"	"start"	"stop"	"strand"	"KEGG_definition"	"Knumber"	"gene_name"	"COG_category"
4424275	1193	1108	87	653	678	44	1781	DLM_4131	4423777	4425363	+	c-di-GMP phosphodiesterase [EC:3.1.4.52]	K21090	rtn	T
4424320	577	490	53	465	376	32	1081	DLM_4131	4423777	4425363	+	c-di-GMP phosphodiesterase [EC:3.1.4.52]	K21090	rtn	T
4424386	151	148	14	86	86	1	290	DLM_4131	4423777	4425363	+	c-di-GMP phosphodiesterase [EC:3.1.4.52]	K21090	rtn	T
4424416	1757	1705	122	1102	1127	35	2909	DLM_4131	4423777	4425363	+	c-di-GMP phosphodiesterase [EC:3.1.4.52]	K21090	rtn	T
4424419	2097	2038	46	723	768	44	3153	DLM_4131	4423777	4425363	+	c-di-GMP phosphodiesterase [EC:3.1.4.52]	K21090	rtn	T
4424443	169	151	0	71	83	2	292	DLM_4131	4423777	4425363	+	c-di-GMP phosphodiesterase [EC:3.1.4.52]	K21090	rtn	T
4424520	343	344	25	236	260	13	627	DLM_4131	4423777	4425363	+	c-di-GMP phosphodiesterase [EC:3.1.4.52]	K21090	rtn	T
4424549	2	1	0	8	3	0	6	DLM_4131	4423777	4425363	+	c-di-GMP phosphodiesterase [EC:3.1.4.52]	K21090	rtn	T
4424575	3	2	0	1	2	0	7	DLM_4131	4423777	4425363	+	c-di-GMP phosphodiesterase [EC:3.1.4.52]	K21090	rtn	T
4424614	874	832	52	641	728	16	1535	DLM_4131	4423777	4425363	+	c-di-GMP phosphodiesterase [EC:3.1.4.52]	K21090	rtn	T
4424745	352	356	18	168	180	18	563	DLM_4131	4423777	4425363	+	c-di-GMP phosphodiesterase [EC:3.1.4.52]	K21090	rtn	T
4424913	525	580	23	368	441	15	944	DLM_4131	4423777	4425363	+	c-di-GMP phosphodiesterase [EC:3.1.4.52]	K21090	rtn	T
4424917	0	2	0	1	1	0	6	DLM_4131	4423777	4425363	+	c-di-GMP phosphodiesterase [EC:3.1.4.52]	K21090	rtn	T
4424948	0	4	0	0	2	0	4	DLM_4131	4423777	4425363	+	c-di-GMP phosphodiesterase [EC:3.1.4.52]	K21090	rtn	T
4424990	1535	1570	104	1083	1176	43	2746	DLM_4131	4423777	4425363	+	c-di-GMP phosphodiesterase [EC:3.1.4.52]	K21090	rtn	T
4425052	535	532	54	429	472	24	912	DLM_4131	4423777	4425363	+	c-di-GMP phosphodiesterase [EC:3.1.4.52]	K21090	rtn	T
4425147	194	165	8	145	141	17	293	DLM_4131	4423777	4425363	+	c-di-GMP phosphodiesterase [EC:3.1.4.52]	K21090	rtn	T
4425220	906	808	53	593	632	16	1872	DLM_4131	4423777	4425363	+	c-di-GMP phosphodiesterase [EC:3.1.4.52]	K21090	rtn	T
4425262	5	2	0	5	1	0	6	DLM_4131	4423777	4425363	+	c-di-GMP phosphodiesterase [EC:3.1.4.52]	K21090	rtn	T
4425312	1642	1514	34	884	859	50	2679	DLM_4131	4423777	4425363	+	c-di-GMP phosphodiesterase [EC:3.1.4.52]	K21090	rtn	T
4425639	1309	1187	121	725	845	58	2138	DLM_4132	4425382	4426080	+	aspartate racemase [EC:5.1.1.13]	K01779	racX	M
4425663	489	442	11	337	340	21	1049	DLM_4132	4425382	4426080	+	aspartate racemase [EC:5.1.1.13]	K01779	racX	M
4425920	2505	2467	178	1715	1906	92	4317	DLM_4132	4425382	4426080	+	aspartate racemase [EC:5.1.1.13]	K01779	racX	M
4426183	233	208	15	413	337	68	354								
4426188	351	286	9	218	231	49	434								
4426195	422	390	6	516	494	112	706								
4426314	737	667	23	780	791	151	1150	DLM_4133	4426223	4426993	+	DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor	K02444	glpR	KG
4426350	1518	1142	42	896	1075	218	2241	DLM_4133	4426223	4426993	+	DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor	K02444	glpR	KG
4426376	333	284	0	303	373	69	474	DLM_4133	4426223	4426993	+	DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor	K02444	glpR	KG
4426421	765	667	77	717	644	151	1187	DLM_4133	4426223	4426993	+	DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor	K02444	glpR	KG
4426462	643	719	27	678	639	163	1340	DLM_4133	4426223	4426993	+	DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor	K02444	glpR	KG
4426518	2562	2391	93	2519	2709	479	4103	DLM_4133	4426223	4426993	+	DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor	K02444	glpR	KG
4426912	155	146	14	85	88	15	274	DLM_4133	4426223	4426993	+	DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor	K02444	glpR	KG
4427010	1980	1951	119	1046	1272	55	3066								
4427063	3	7	0	2	5	0	3								
4427154	455	448	28	375	346	17	850								
4427337	468	438	9	361	358	21	886	DLM_4134	4427245	4428843	-	two-component system, cell cycle response regulator [EC:2.7.7.65]	K02488	pleD	T
4427594	577	645	22	292	341	48	963	DLM_4134	4427245	4428843	-	two-component system, cell cycle response regulator [EC:2.7.7.65]	K02488	pleD	T
4427598	1217	1317	100	982	1025	47	2309	DLM_4134	4427245	4428843	-	two-component system, cell cycle response regulator [EC:2.7.7.65]	K02488	pleD	T
4427681	2173	1863	72	1053	1048	45	3519	DLM_4134	4427245	4428843	-	two-component system, cell cycle response regulator [EC:2.7.7.65]	K02488	pleD	T
4427696	273	234	5	147	167	7	397	DLM_4134	4427245	4428843	-	two-component system, cell cycle response regulator [EC:2.7.7.65]	K02488	pleD	T
4427744	2690	2503	191	1626	1706	80	4791	DLM_4134	4427245	4428843	-	two-component system, cell cycle response regulator [EC:2.7.7.65]	K02488	pleD	T
4427762	2	4	0	2	0	0	8	DLM_4134	4427245	4428843	-	two-component system, cell cycle response regulator [EC:2.7.7.65]	K02488	pleD	T
4427850	953	890	17	574	553	17	1426	DLM_4134	4427245	4428843	-	two-component system, cell cycle response regulator [EC:2.7.7.65]	K02488	pleD	T
4427966	5303	5803	248	3597	3522	119	10258	DLM_4134	4427245	4428843	-	two-component system, cell cycle response regulator [EC:2.7.7.65]	K02488	pleD	T
4427970	3699	3464	164	2160	2451	142	6278	DLM_4134	4427245	4428843	-	two-component system, cell cycle response regulator [EC:2.7.7.65]	K02488	pleD	T
4428077	966	922	34	441	406	40	1462	DLM_4134	4427245	4428843	-	two-component system, cell cycle response regulator [EC:2.7.7.65]	K02488	pleD	T
4428395	1657	1579	124	938	1003	50	3006	DLM_4134	4427245	4428843	-	two-component system, cell cycle response regulator [EC:2.7.7.65]	K02488	pleD	T
4428476	2719	2649	152	1605	1779	110	4615	DLM_4134	4427245	4428843	-	two-component system, cell cycle response regulator [EC:2.7.7.65]	K02488	pleD	T
4428843	931	891	65	553	633	30	1621	DLM_4134	4427245	4428843	-	two-component system, cell cycle response regulator [EC:2.7.7.65]	K02488	pleD	T
4428985	4	5	0	0	0	0	11	DLM_4135	4428978	4430852	+	exoribonuclease II [EC:3.1.13.1]	K01147	vacB	K
4429233	58	48	0	4	5	0	67	DLM_4135	4428978	4430852	+	exoribonuclease II [EC:3.1.13.1]	K01147	vacB	K
4429653	70	41	0	0	2	0	59	DLM_4135	4428978	4430852	+	exoribonuclease II [EC:3.1.13.1]	K01147	vacB	K
4429724	43	42	0	9	0	0	49	DLM_4135	4428978	4430852	+	exoribonuclease II [EC:3.1.13.1]	K01147	vacB	K
4429869	17	14	0	2	0	2	32	DLM_4135	4428978	4430852	+	exoribonuclease II [EC:3.1.13.1]	K01147	vacB	K
4429922	56	43	0	13	4	0	66	DLM_4135	4428978	4430852	+	exoribonuclease II [EC:3.1.13.1]	K01147	vacB	K
4429962	2	6	0	0	0	0	9	DLM_4135	4428978	4430852	+	exoribonuclease II [EC:3.1.13.1]	K01147	vacB	K
4430202	39	32	0	6	0	0	43	DLM_4135	4428978	4430852	+	exoribonuclease II [EC:3.1.13.1]	K01147	vacB	K
4430346	12	15	0	3	1	0	26	DLM_4135	4428978	4430852	+	exoribonuclease II [EC:3.1.13.1]	K01147	vacB	K
4430421	24	20	0	6	2	1	37	DLM_4135	4428978	4430852	+	exoribonuclease II [EC:3.1.13.1]	K01147	vacB	K
4430565	6	8	0	0	3	0	6	DLM_4135	4428978	4430852	+	exoribonuclease II [EC:3.1.13.1]	K01147	vacB	K
4430574	1	8	0	0	0	0	7	DLM_4135	4428978	4430852	+	exoribonuclease II [EC:3.1.13.1]	K01147	vacB	K
4430913	548	542	54	360	350	2	978								
4431053	2710	2785	163	1987	2139	110	4968	DLM_4136	4430922	4431740	-	NA	NA	COG1639	T
4431079	319	386	4	196	201	5	607	DLM_4136	4430922	4431740	-	NA	NA	COG1639	T
4431114	2	1	0	1	3	0	3	DLM_4136	4430922	4431740	-	NA	NA	COG1639	T
4431240	6	2	0	2	0	0	5	DLM_4136	4430922	4431740	-	NA	NA	COG1639	T
4431344	2803	2329	149	1771	1898	113	4540	DLM_4136	4430922	4431740	-	NA	NA	COG1639	T
4431346	735	630	65	578	529	12	1397	DLM_4136	4430922	4431740	-	NA	NA	COG1639	T
4431351	1014	991	54	706	843	13	1890	DLM_4136	4430922	4431740	-	NA	NA	COG1639	T
4431395	479	445	109	363	356	6	907	DLM_4136	4430922	4431740	-	NA	NA	COG1639	T
4431502	4	1	0	4	2	0	12	DLM_4136	4430922	4431740	-	NA	NA	COG1639	T
4431569	313	257	2	207	209	5	544	DLM_4136	4430922	4431740	-	NA	NA	COG1639	T
4431615	446	388	23	287	315	8	774	DLM_4136	4430922	4431740	-	NA	NA	COG1639	T
4431638	1248	1170	58	874	933	84	2199	DLM_4136	4430922	4431740	-	NA	NA	COG1639	T
4431678	589	589	20	434	483	26	1185	DLM_4136	4430922	4431740	-	NA	NA	COG1639	T
4431745	390	411	21	179	214	12	696								
4431778	840	767	87	625	703	29	1607								
4431806	199	188	4	176	207	4	487								
4432071	1025	1095	57	704	674	30	2177	DLM_4137	4431831	4432727	-	NA	NA	COG4989	R
4432142	153	151	13	135	126	5	316	DLM_4137	4431831	4432727	-	NA	NA	COG4989	R
4432357	1225	1218	84	677	745	47	2293	DLM_4137	4431831	4432727	-	NA	NA	COG4989	R
4432389	571	420	25	366	291	5	950	DLM_4137	4431831	4432727	-	NA	NA	COG4989	R
4432423	447	466	27	425	358	40	931	DLM_4137	4431831	4432727	-	NA	NA	COG4989	R
4432431	2411	2382	135	1122	1099	30	4698	DLM_4137	4431831	4432727	-	NA	NA	COG4989	R
4432558	270	268	32	206	188	6	546	DLM_4137	4431831	4432727	-	NA	NA	COG4989	R
4432841	257	219	22	193	172	6	485	DLM_4138	4432727	4433836	-	multiple sugar transport system ATP-binding protein	K10112	malK	G
4432906	4	7	0	3	1	0	7	DLM_4138	4432727	4433836	-	multiple sugar transport system ATP-binding protein	K10112	malK	G
4432938	0	2	0	3	2	0	4	DLM_4138	4432727	4433836	-	multiple sugar transport system ATP-binding protein	K10112	malK	G
4433169	29	33	0	18	30	0	38	DLM_4138	4432727	4433836	-	multiple sugar transport system ATP-binding protein	K10112	malK	G
4433268	60	93	0	49	36	0	102	DLM_4138	4432727	4433836	-	multiple sugar transport system ATP-binding protein	K10112	malK	G
4433314	7	4	0	6	9	0	19	DLM_4138	4432727	4433836	-	multiple sugar transport system ATP-binding protein	K10112	malK	G
4433799	2989	2807	185	1350	1380	176	4514	DLM_4138	4432727	4433836	-	multiple sugar transport system ATP-binding protein	K10112	malK	G
4433810	809	737	33	505	543	29	1405	DLM_4138	4432727	4433836	-	multiple sugar transport system ATP-binding protein	K10112	malK	G
4433815	603	525	30	433	507	22	1072	DLM_4138	4432727	4433836	-	multiple sugar transport system ATP-binding protein	K10112	malK	G
4433898	1036	990	97	759	854	89	1934	DLM_4139	4433840	4434697	-	glucose/mannose transport system permease protein	K17317	ugpE	G
4433986	4	6	0	2	0	0	4	DLM_4139	4433840	4434697	-	glucose/mannose transport system permease protein	K17317	ugpE	G
4434167	712	739	10	245	265	25	1138	DLM_4139	4433840	4434697	-	glucose/mannose transport system permease protein	K17317	ugpE	G
4434231	69	83	13	61	63	0	141	DLM_4139	4433840	4434697	-	glucose/mannose transport system permease protein	K17317	ugpE	G
4434242	278	264	12	224	215	14	536	DLM_4139	4433840	4434697	-	glucose/mannose transport system permease protein	K17317	ugpE	G
4434265	481	484	11	336	395	17	885	DLM_4139	4433840	4434697	-	glucose/mannose transport system permease protein	K17317	ugpE	G
4434396	1333	1304	37	670	769	34	2326	DLM_4139	4433840	4434697	-	glucose/mannose transport system permease protein	K17317	ugpE	G
4434489	0	0	0	4	2	7	0	DLM_4139	4433840	4434697	-	glucose/mannose transport system permease protein	K17317	ugpE	G
4434615	784	763	26	560	525	22	1425	DLM_4139	4433840	4434697	-	glucose/mannose transport system permease protein	K17317	ugpE	G
4434630	4	1	0	2	3	3	4	DLM_4139	4433840	4434697	-	glucose/mannose transport system permease protein	K17317	ugpE	G
4434633	1276	1196	61	792	817	58	2196	DLM_4139	4433840	4434697	-	glucose/mannose transport system permease protein	K17317	ugpE	G
4434691	515	544	31	265	284	12	873	DLM_4139	4433840	4434697	-	glucose/mannose transport system permease protein	K17317	ugpE	G
4434691	515	544	31	265	284	12	873	DLM_4140	4434690	4435592	-	glucose/mannose transport system permease protein	K17316	ugpA	G
4434721	4544	4354	391	3007	3025	164	7945	DLM_4140	4434690	4435592	-	glucose/mannose transport system permease protein	K17316	ugpA	G
4434803	0	0	0	3	0	0	7	DLM_4140	4434690	4435592	-	glucose/mannose transport system permease protein	K17316	ugpA	G
4434817	1731	1541	165	1142	1221	66	2805	DLM_4140	4434690	4435592	-	glucose/mannose transport system permease protein	K17316	ugpA	G
4434967	1047	850	80	630	708	88	1721	DLM_4140	4434690	4435592	-	glucose/mannose transport system permease protein	K17316	ugpA	G
4435099	1288	1252	58	694	841	49	2178	DLM_4140	4434690	4435592	-	glucose/mannose transport system permease protein	K17316	ugpA	G
4435249	1040	1001	43	695	724	26	1797	DLM_4140	4434690	4435592	-	glucose/mannose transport system permease protein	K17316	ugpA	G
4435256	794	837	48	706	715	43	1537	DLM_4140	4434690	4435592	-	glucose/mannose transport system permease protein	K17316	ugpA	G
4435405	5	10	0	6	7	0	9	DLM_4140	4434690	4435592	-	glucose/mannose transport system permease protein	K17316	ugpA	G
4435432	0	8	0	2	2	0	3	DLM_4140	4434690	4435592	-	glucose/mannose transport system permease protein	K17316	ugpA	G
4435686	163	169	2	115	152	10	358								
4435783	578	515	25	490	500	6	979								
4436189	163	174	17	110	131	1	266	DLM_4141	4435796	4437040	-	glucose/mannose transport system substrate-binding protein	K17315	ugpB	G
4436337	974	915	28	54	38	3	1627	DLM_4141	4435796	4437040	-	glucose/mannose transport system substrate-binding protein	K17315	ugpB	G
4436427	1007	919	105	617	707	27	1786	DLM_4141	4435796	4437040	-	glucose/mannose transport system substrate-binding protein	K17315	ugpB	G
4436444	464	508	55	296	375	8	793	DLM_4141	4435796	4437040	-	glucose/mannose transport system substrate-binding protein	K17315	ugpB	G
4436630	169	206	2	39	32	5	337	DLM_4141	4435796	4437040	-	glucose/mannose transport system substrate-binding protein	K17315	ugpB	G
4436664	1592	1636	115	917	932	43	2710	DLM_4141	4435796	4437040	-	glucose/mannose transport system substrate-binding protein	K17315	ugpB	G
4436884	628	594	53	377	368	15	1023	DLM_4141	4435796	4437040	-	glucose/mannose transport system substrate-binding protein	K17315	ugpB	G
4436981	1010	1035	71	734	794	10	2005	DLM_4141	4435796	4437040	-	glucose/mannose transport system substrate-binding protein	K17315	ugpB	G
4437079	592	592	31	366	364	9	1161								
4437083	1012	892	61	674	679	20	2074								
4437132	231	184	16	139	123	4	343								
4437239	518	434	35	476	427	9	1049								
4437531	600	525	20	395	369	21	1127	DLM_4142	4437312	4438742	-	two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]	K07649	baeS	T
4437598	595	536	65	513	480	29	1339	DLM_4142	4437312	4438742	-	two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]	K07649	baeS	T
4437963	536	548	14	372	292	15	1034	DLM_4142	4437312	4438742	-	two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]	K07649	baeS	T
4438059	2	4	0	1	2	0	2	DLM_4142	4437312	4438742	-	two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]	K07649	baeS	T
4438272	1	1	0	2	2	0	6	DLM_4142	4437312	4438742	-	two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]	K07649	baeS	T
4438366	632	666	8	380	405	27	1367	DLM_4142	4437312	4438742	-	two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]	K07649	baeS	T
4438372	195	180	3	154	126	15	389	DLM_4142	4437312	4438742	-	two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]	K07649	baeS	T
4438465	991	905	56	584	606	29	1872	DLM_4142	4437312	4438742	-	two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]	K07649	baeS	T
4438528	322	294	2	181	176	11	586	DLM_4142	4437312	4438742	-	two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]	K07649	baeS	T
4438707	896	944	25	457	420	24	1783	DLM_4142	4437312	4438742	-	two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]	K07649	baeS	T
4438763	769	700	37	330	297	22	1321	DLM_4143	4438735	4439430	-	two-component system, OmpR family, response regulator	K02483/K07771	ompR	TK
4438832	1204	1024	51	695	631	25	2054	DLM_4143	4438735	4439430	-	two-component system, OmpR family, response regulator	K02483/K07771	ompR	TK
4439138	1728	1386	141	1216	1229	63	3380	DLM_4143	4438735	4439430	-	two-component system, OmpR family, response regulator	K02483/K07771	ompR	TK
4439227	331	334	7	252	225	14	741	DLM_4143	4438735	4439430	-	two-component system, OmpR family, response regulator	K02483/K07771	ompR	TK
4439314	1723	1763	77	975	873	69	3412	DLM_4143	4438735	4439430	-	two-component system, OmpR family, response regulator	K02483/K07771	ompR	TK
4439465	146	147	6	109	103	0	300								
4439475	2	2	0	2	0	0	5								
4439558	373	321	24	241	255	5	933	DLM_4144	4439557	4440180	-	2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]	K01625	eda	G
4439609	0	1	4	0	3	0	2	DLM_4144	4439557	4440180	-	2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]	K01625	eda	G
4439979	6	5	0	1	4	0	7	DLM_4144	4439557	4440180	-	2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]	K01625	eda	G
4440142	1	3	0	1	1	0	4	DLM_4144	4439557	4440180	-	2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]	K01625	eda	G
4442134	272	278	15	185	209	11	596								
4442229	551	623	7	238	171	2	979								
4442231	1025	1038	38	727	635	22	2065								
4442235	1162	1075	78	593	573	19	1962								
4442266	375	447	9	302	345	11	806								
4442287	88	95	0	62	65	2	147	DLM_4146	4442267	4443745	+	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	K00036	zwf	G
4442302	433	435	3	329	309	3	728	DLM_4146	4442267	4443745	+	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	K00036	zwf	G
4442385	9	6	0	7	0	0	8	DLM_4146	4442267	4443745	+	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	K00036	zwf	G
4442441	443	460	13	257	207	9	687	DLM_4146	4442267	4443745	+	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	K00036	zwf	G
4442531	52	58	0	30	21	2	77	DLM_4146	4442267	4443745	+	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	K00036	zwf	G
4442618	361	357	5	184	225	5	725	DLM_4146	4442267	4443745	+	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	K00036	zwf	G
4442680	164	137	18	143	133	6	312	DLM_4146	4442267	4443745	+	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	K00036	zwf	G
4442700	255	240	7	94	103	10	351	DLM_4146	4442267	4443745	+	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	K00036	zwf	G
4442703	1188	1198	81	493	403	25	2052	DLM_4146	4442267	4443745	+	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	K00036	zwf	G
4442948	1715	1670	50	907	852	53	2986	DLM_4146	4442267	4443745	+	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	K00036	zwf	G
4443134	1148	1141	128	681	781	20	2125	DLM_4146	4442267	4443745	+	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	K00036	zwf	G
4443428	758	769	42	378	374	14	1476	DLM_4146	4442267	4443745	+	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	K00036	zwf	G
4443494	735	760	42	409	404	10	1356	DLM_4146	4442267	4443745	+	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	K00036	zwf	G
4443527	493	544	18	292	264	34	954	DLM_4146	4442267	4443745	+	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	K00036	zwf	G
4443665	2333	2188	254	1852	1729	89	4372	DLM_4146	4442267	4443745	+	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	K00036	zwf	G
4443667	1307	1183	105	822	779	27	2487	DLM_4146	4442267	4443745	+	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	K00036	zwf	G
4443990	4	1	0	2	4	0	10	DLM_4147	4443878	4444555	+	6-phosphogluconolactonase [EC:3.1.1.31]	K01057	nagB	G
4444140	645	596	17	363	403	16	1256	DLM_4147	4443878	4444555	+	6-phosphogluconolactonase [EC:3.1.1.31]	K01057	nagB	G
4444553	627	540	107	462	440	19	1315	DLM_4147	4443878	4444555	+	6-phosphogluconolactonase [EC:3.1.1.31]	K01057	nagB	G
4444553	627	540	107	462	440	19	1315	DLM_4148	4444536	4445513	+	glucokinase [EC:2.7.1.2]	K00845	glk	G
4444556	725	594	44	531	529	485	1482	DLM_4148	4444536	4445513	+	glucokinase [EC:2.7.1.2]	K00845	glk	G
4444692	570	463	20	288	343	10	958	DLM_4148	4444536	4445513	+	glucokinase [EC:2.7.1.2]	K00845	glk	G
4445004	644	552	12	295	251	12	1256	DLM_4148	4444536	4445513	+	glucokinase [EC:2.7.1.2]	K00845	glk	G
4445006	2456	2358	129	1196	1146	39	4714	DLM_4148	4444536	4445513	+	glucokinase [EC:2.7.1.2]	K00845	glk	G
4445104	556	484	27	521	522	25	1210	DLM_4148	4444536	4445513	+	glucokinase [EC:2.7.1.2]	K00845	glk	G
4445148	346	251	19	195	204	7	625	DLM_4148	4444536	4445513	+	glucokinase [EC:2.7.1.2]	K00845	glk	G
4445326	357	319	40	280	304	9	683	DLM_4148	4444536	4445513	+	glucokinase [EC:2.7.1.2]	K00845	glk	G
4445328	141	100	0	57	56	2	199	DLM_4148	4444536	4445513	+	glucokinase [EC:2.7.1.2]	K00845	glk	G
4445542	180	153	6	39	21	0	310	DLM_4149	4445517	4446368	+	RpiR family transcriptional regulator, carbohydrate utilization regulator	K19337	rpiR	K
4445598	20	22	0	4	4	0	32	DLM_4149	4445517	4446368	+	RpiR family transcriptional regulator, carbohydrate utilization regulator	K19337	rpiR	K
4445748	392	297	0	56	38	9	572	DLM_4149	4445517	4446368	+	RpiR family transcriptional regulator, carbohydrate utilization regulator	K19337	rpiR	K
4445752	283	251	0	76	52	0	539	DLM_4149	4445517	4446368	+	RpiR family transcriptional regulator, carbohydrate utilization regulator	K19337	rpiR	K
4446025	48	39	0	3	9	4	50	DLM_4149	4445517	4446368	+	RpiR family transcriptional regulator, carbohydrate utilization regulator	K19337	rpiR	K
4446134	27	27	0	5	5	0	33	DLM_4149	4445517	4446368	+	RpiR family transcriptional regulator, carbohydrate utilization regulator	K19337	rpiR	K
4446307	27	25	0	11	1	1	60	DLM_4149	4445517	4446368	+	RpiR family transcriptional regulator, carbohydrate utilization regulator	K19337	rpiR	K
4446790	1019	941	46	828	775	18	1969	DLM_4150	4446374	4448023	+	glucose-6-phosphate isomerase [EC:5.3.1.9]	K01810	pgi	G
4446858	1036	1125	28	435	395	18	1734	DLM_4150	4446374	4448023	+	glucose-6-phosphate isomerase [EC:5.3.1.9]	K01810	pgi	G
4447178	178	203	4	118	126	7	297	DLM_4150	4446374	4448023	+	glucose-6-phosphate isomerase [EC:5.3.1.9]	K01810	pgi	G
4447237	7	11	0	1	1	0	7	DLM_4150	4446374	4448023	+	glucose-6-phosphate isomerase [EC:5.3.1.9]	K01810	pgi	G
4447241	1	3	0	2	4	0	11	DLM_4150	4446374	4448023	+	glucose-6-phosphate isomerase [EC:5.3.1.9]	K01810	pgi	G
4447261	15	12	0	12	9	0	11	DLM_4150	4446374	4448023	+	glucose-6-phosphate isomerase [EC:5.3.1.9]	K01810	pgi	G
4447326	2834	2717	153	1525	1498	69	4103	DLM_4150	4446374	4448023	+	glucose-6-phosphate isomerase [EC:5.3.1.9]	K01810	pgi	G
4447337	1305	1077	64	745	676	93	2038	DLM_4150	4446374	4448023	+	glucose-6-phosphate isomerase [EC:5.3.1.9]	K01810	pgi	G
4447346	2757	2792	91	1784	1827	95	4508	DLM_4150	4446374	4448023	+	glucose-6-phosphate isomerase [EC:5.3.1.9]	K01810	pgi	G
4447388	137	131	4	87	109	104	246	DLM_4150	4446374	4448023	+	glucose-6-phosphate isomerase [EC:5.3.1.9]	K01810	pgi	G
4447558	634	619	32	427	443	7	1141	DLM_4150	4446374	4448023	+	glucose-6-phosphate isomerase [EC:5.3.1.9]	K01810	pgi	G
4447777	1146	1118	72	647	597	26	1964	DLM_4150	4446374	4448023	+	glucose-6-phosphate isomerase [EC:5.3.1.9]	K01810	pgi	G
4447832	90	115	7	65	93	1	163	DLM_4150	4446374	4448023	+	glucose-6-phosphate isomerase [EC:5.3.1.9]	K01810	pgi	G
4448021	1033	952	41	607	619	38	1639	DLM_4150	4446374	4448023	+	glucose-6-phosphate isomerase [EC:5.3.1.9]	K01810	pgi	G
4448032	461	464	69	374	350	13	843								
4448131	308	346	38	309	295	5	640								
4448183	1620	1493	94	917	949	41	2840								
4448187	3596	3526	162	1986	1868	124	5560								
4448234	231	212	8	148	185	3	389								
4448278	927	925	83	720	647	25	1606	DLM_4151	4448256	4449005	-	NA	NA	NA	NA
4448410	1127	1071	76	814	787	27	1984	DLM_4151	4448256	4449005	-	NA	NA	NA	NA
4448497	350	371	22	282	234	12	679	DLM_4151	4448256	4449005	-	NA	NA	NA	NA
4448509	1721	1719	60	958	977	61	2878	DLM_4151	4448256	4449005	-	NA	NA	NA	NA
4448668	505	491	34	391	407	14	1145	DLM_4151	4448256	4449005	-	NA	NA	NA	NA
4448680	598	568	27	523	432	21	1219	DLM_4151	4448256	4449005	-	NA	NA	NA	NA
4448694	427	353	14	265	270	13	744	DLM_4151	4448256	4449005	-	NA	NA	NA	NA
4448743	1	4	0	1	2	0	4	DLM_4151	4448256	4449005	-	NA	NA	NA	NA
4448908	377	357	10	267	273	8	660	DLM_4151	4448256	4449005	-	NA	NA	NA	NA
4449081	1652	1586	74	1206	1132	63	3056								
